Config: 
 {
  "model_name": "BlipV3Dataset_model_rnn_loss_ce_lr_0.05_epochs_200",
  "model_save_path": "/home/ramesh/work/TimeSeriesSaliencyMaps/nte/trained_models/all_bbms/",
  "model": "rnn",
  "loss": "ce",
  "timesteps": 10,
  "num_classes": 2,
  "rnn_config": {
    "ninp": 1,
    "nhid": 20,
    "nlayers": 1,
    "nclasses": 2
  },
  "dnn_config": {
    "layers": [
      10,
      10,
      2
    ]
  },
  "batch_size": 32,
  "num_epochs": 200,
  "learning_rate": 0.0005,
  "dependency_meta": ""
}
Model: 
 RNN(
  (rnn_cell): GRU(1, 20, batch_first=True)
  (fc1): Linear(in_features=20, out_features=2, bias=True)
)
Epoch [1/200] | Loss: 0.6976 |  Accuracy: 0.4938 | Prediction Confidence: 0.51 | Class 0:0.5145 | Class 1:nan
Epoch [187/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [188/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [189/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [190/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [191/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [192/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [193/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [194/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [195/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [196/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [197/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [198/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [199/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Epoch [200/200] | Loss: 0.0000 |  Accuracy: 1.0000 | Prediction Confidence: 1.00 | Class 0:1.0000 | Class 1:1.0000
Test Accuracy 100.0 | Confidence ({0: array([0.9999999], dtype=float32), 1: array([0.99999994], dtype=float32)}, 0.9999999)
